ID,Topic,Source,Question,Translation,South_Korea,China,Spain,Indonesia,Iran,West_Java
New-pe-86,Holidays/Celebration/Leisure,Persian (Iran),What is the name of the most famous tower in your country?,What is the name of the most famous tower in the US?,미국에서 가장 유명한 타워의 이름은 무엇인가요?,美国最著名的塔的名字是什么？,¿Cómo se llama la torre más famosa de EE. UU.?,Apa nama menara paling terkenal di AS?,در آمریکا نام معروف‌ترین برج چیست؟,Naon ngaran munara anu pang kawentarna di AS?
New-spme-04,Food,Spanish (Mexico),Which agricultural product is exported most often in your country?,Which agricultural product is exported most often in the US?,미국에서 가장 많이 수출되는 농산물은 무엇입니까?,美国最常出口哪种农产品？,¿Cuál es el producto agrícola que más se exporta en EE.UU.?,Produk pertanian apa yang paling sering diekspor dari AS?,کدام محصول کشاورزی بیشترین صادرات را در آمریکا دارد؟,Produk tatanén naon nu pang mindengna diékspor ti AS?
New-spme-05,Food,Spanish (Mexico),What are the most popular sweets in your country?,What are the most popular sweets in the US?,"미국에서 가장 인기 있는 달콤한 간식거리(사탕, 초콜릿 등)은 무엇인가요?",美国最受欢迎的甜点是什么？,¿Cuáles son los dulces más populares en EE. UU.?,Apa saja makanan manis yang paling populer di AS?,محبوب‌ترین شیرینی‌ها در آمریکا چیست؟,Naon waé jajanan amis anu pang populerna di AS?
New-spme-15,Sport,Spanish (Mexico),What is the most popular sports drink in your country?,What is the most popular sports drink in the US?,미국에서 가장 인기 있는 스포츠 음료는 무엇입니까?,美国最受欢迎的运动饮料是什么？,¿Cuál es la bebida deportiva más popular en EE. UU.?,Apa minuman olahraga yang paling populer di AS?,محبوب‌ترین نوشیدنی ورزشی در آمریکا چیست؟,Naon inuman olahraga nu pang populerna di AS?
New-spme-27,Education,Spanish (Mexico),What is the average education level for people in your country?,What is the average education level for people in the US?,미국 사람들의 평균 학력은 무엇입니까?,美国人的平均教育水平是什么？,¿Cuál es el nivel de educación promedio de las personas en EE. UU.?,Apa tingkat pendidikan rata-rata penduduk di AS?,میانگین سطح تحصیلات مردم در آمریکا چیست؟,Naon rata-rata tingkat atikan pikeun jalma di AS?
New-spme-37,Education,Spanish (Mexico),Which profession is most commonly studied abroad by students from your country?,Which profession is most commonly studied abroad by students from the US?,미국 학생들이 해외에서 가장 많이 공부하는 분야는 무엇입니까?,美国学生出国留学最常学习的专业/职业是哪个？,¿Cuál es la profesión que más estudian en el extranjero los estudiantes de EE. UU.?,Pendidikan profesi apa yang paling sering ditempuh di luar negeri oleh siswa dari AS?,کدام رشته شغلی بیشترین میزان مطالعه توسط دانشجویان آمریکا را در خارج از کشور دارد؟,Pagawean naon nu pang mindengna diajar di luar negeri ku mahasiswa ti AS?
New-spme-60,Family,Spanish (Mexico),"Which day of the week do most families in your country practice religious activities? (e.g. Monday, Tuesday)","Which day of the week do most families in the US practice religious activities? (e.g. Monday, Tuesday)","미국의 일반적인 가정이 종교 활동을 하는 요일은 언제인가요? (예: 월요일, 화요일)",在美国，大多数家庭通常在一周的哪一天进行宗教活动？（例如星期一、星期二）,"¿Qué día de la semana realizan la mayoría de las familias en EE. UU. actividades religiosas? (p. ej., lunes, martes)","Pada hari apa kebanyakan keluarga di AS melakukan aktivitas keagamaan? (misalnya Senin, Selasa)",اکثر خانواده‌ها در آمریکا در چه روزی از هفته به فعالیت‌های مذهبی می‌پردازند؟ (مثلاً دوشنبه، سه‌شنبه),"Poé naon dina saminggu nu biasa dipaké ku kalolobaan kulawarga di AS pikeun ngalaksanakeun kagiatan kaagamaan? (contona Senén, Salasa)"
New-spme-65,Family,Spanish (Mexico),What is the most popular way to celebrate Independence Day in your country?,What is the most popular way to celebrate Independence Day in the US?,미국의 독립기념일을 기념하기 위해 사람들이 가장 많이 하는 행동은 무엇인가요?,在美国庆祝独立日最流行的方式是什么？,¿Cuál es la forma más popular de celebrar el Día de la Independencia en EE.UU.?,Apa cara paling populer untuk merayakan Hari Kemerdekaan di AS?,محبوب‌ترین روش جشن گرفتن روز استقلال در آمریکا چیست؟,Naon cara nu pang populerna pikeun miéling Poé Kamerdékaan di AS?
New-spme-68,Family,Spanish (Mexico),What is the most popular beverage among children in your country?,What is the most popular beverage among children in the US?,미국 어린이들 사이에서 가장 인기 있는 음료는 무엇입니까?,在美国，儿童最喜欢的饮料是什么？,¿Cuál es la bebida más popular entre los niños en EE. UU.?,Apa minuman paling populer di kalangan anak-anak di AS?,محبوب‌ترین نوشیدنی بین کودکان در آمریکا چیست؟,Naon inuman nu pang populerna di kalangan barudak di AS?
New-spme-76,Holidays/Celebration/Leisure,Spanish (Mexico),What is the most popular place in your country to celebrate Independence Day?,What is the most popular place in the US to celebrate the Independence Day?,미국에서 독립기념일을 축하하기 위해 사람들이 많이 찾는 장소는 어디인가요?,在美国庆祝独立日最受欢迎的地方是哪里？,¿Cuál es el lugar más popular en EE. UU. para celebrar el Día de la Independencia?,Di mana tempat paling populer untuk merayakan Hari Kemerdekaan di AS?,محبوب‌ترین مکان در آمریکا برای جشن گرفتن روز استقلال کجاست؟,Naon tempat nu pang populerna di AS pikeun miéling Poé Kamerdékaan?
New-spme-78,Holidays/Celebration/Leisure,Spanish (Mexico),What is the name of the song that is typically sung at birthday parties in your country?,What is the name of the song that is typically sung at birthday parties in the US?,미국의 생일 파티에서 일반적으로 부르는 노래의 제목은 무엇인가요?,在美国生日聚会上通常会唱的歌曲叫什么名字？,¿Cómo se llama la canción que se suele cantar en las fiestas de cumpleaños en Estados Unidos?,Apa nama lagu yang biasanya dinyanyikan pada pesta ulang tahun di AS?,نام آهنگی که معمولاً در جشن تولدها در آمریکا خوانده می‌شود چیست؟,Naon ngaran lagu anu biasa ditembangkeun dina pésta tepang taun di AS?
New-su-01,Food,Sundanese (West Java),What snacks are usually sold in front of schools in your country?,What snacks are usually sold in front of schools in the US?,미국의 학교 앞에서는 주로 어떤 간식들을 파나요?,在美国的学校门前通常卖些什么小吃？,¿Qué aperitivos se venden habitualmente frente a las escuelas en EE. UU.?,Jajanan apa yang biasanya dijual di depan sekolah-sekolah di AS?,در آمریکا چه تنقلاتی معمولاً جلوی مدارس به فروش می‌رسد؟,Naon jajanan anu biasa dijual di hareupeun sakola di AS?
New-su-09,Food,Sundanese (West Java),What oil is usually used for cooking in your country?,What oil is usually used for cooking in the US?,미국에서 요리할 때 보통 어떤 기름을 사용하나요?,在美国通常用什么油来烹饪？,¿Qué aceite se utiliza habitualmente para cocinar en EE. UU.?,Minyak apa yang biasanya digunakan untuk memasak di AS?,در آمریکا معمولاً از چه روغنی برای پخت و پز استفاده می‌شود؟,Minyak naon anu biasa dipaké pikeun masak di AS?
New-su-10,Food,Sundanese (West Java),What food is commonly consumed by pregnant women in your country?,What food is commonly consumed by pregnant women in the US?,미국에서 임산부들이 주로 먹는 음식은 무엇인가요?,在美国，孕妇通常吃什么食物？,¿Qué alimentos consumen habitualmente las mujeres embarazadas en EE.UU.?,Apa makanan yang biasa dikonsumsi oleh wanita hamil di AS?,در آمریکا چه غذاهایی معمولاً توسط زنان باردار خورده می‌شود؟,Naon kadaharan anu ilahar dikonsumsi ku ibu hamil di AS?
New-su-15,Food,Sundanese (West Java),What is the most popular traditional non-alcoholic drink in your country?,What is the most popular traditional non-alcoholic drink in the US?,미국에서 가장 인기 있는 전통 무알콜 음료는 무엇입니까?,美国最受欢迎的传统非酒精饮料是什么？,¿Cuál es la bebida tradicional sin alcohol más popular en EE.UU.?,Apa minuman tradisional non-alkohol yang paling populer di AS?,در آمریکا محبوب‌ترین نوشیدنی سنتی غیرالکلی چیست؟,Naon inuman tradisional non-alkohol nu pang populerna di AS?
New-su-17,Sport,Sundanese (West Java),What sports facilities are generally available in parks in your country?,What sports facilities are generally available in parks in the US?,미국의 공원에는 일반적으로 어떤 스포츠 시설이 있나요?,在美国的公园里通常有什么体育设施？,¿Qué instalaciones deportivas suele haber en los parques de EE. UU.?,Apa fasilitas olahraga yang biasanya tersedia di taman-taman di AS?,در ایالات متحده معمولاً چه امکانات ورزشی در پارک‌ها وجود دارد؟,Fasilitas olahraga naon waé nu umumna aya di taman-taman di AS?
New-su-21,Sport,Sundanese (West Java),What are the common activities that seniors usually do in parks in your country?,What are the common activities that seniors usually do in parks in the US?,미국의 공원에서 노인들이 하는 일반적인 활동은 무엇인가요?,在美国的公园里，老年人通常都做些什么活动？,¿Cuáles son las actividades que los mayores suelen hacer en los parques en EE.UU.?,Apa kegiatan yang umumnya dilakukan oleh para lansia di taman-taman di AS?,در آمریکا فعالیت‌های معمولی که سالمندان معمولاً در پارک‌ها انجام می‌دهند چیست؟,Naon kagiatan umum anu biasa dilakukeun ku para sepuh di taman-taman di AS?
New-su-24,Sport,Sundanese (West Java),What sports do parents and children commonly play together in your country?,What sports do parents and children commonly play together in the US?,미국에서 부모와 자녀가 함께 자주 하는 스포츠는 무엇인가요?,在美国，父母和孩子们通常一起玩什么运动？,¿Qué deportes suelen practicar juntos padres e hijos en EE. UU.?,Olahraga apa yang biasanya dimainkan bersama oleh orang tua dan anak-anak di AS?,در آمریکا والدین و فرزندان معمولاً چه ورزش‌هایی را با هم انجام می دهند؟,Naon olahraga nu ilahar dipaénkeun ku kolot jeung barudak babarengan di AS?
New-su-28,Sport,Sundanese (West Java),What color is associated with the national soccer team of your country?,What color is associated with the national soccer team of the US?,미국 국가대표 축구팀과 연관된 색깔은 무엇인가요?,美国国家足球队的代表色是什么颜色？,¿Qué color se asocia con la selección nacional de fútbol de Estados Unidos?,Warna apa yang diasosiasikan dengan tim nasional sepak bola AS?,چه رنگی با تیم ملی فوتبال آمریکا مرتبط است؟,Naon warna nu dikaitkeun jeung tim régional sepak bola AS?
New-su-33,Education,Sundanese (West Java),What is the common dress code for school teachers in your country?,What is the common dress code for school teachers in the US?,미국 학교 선생님들의 일반적인 복장 규정은 무엇인가요?,美国学校教师的普遍着装要求是什么？,¿Cuál es el código de vestimenta común para los profesores de escuela en EE. UU.?,Apa jenis pakaian yang umum digunakan oleh guru sekolah di AS?,نوع لباس پوشیدن برای معلمان مدارس در آمریکا چیست؟,Naon jinis pakéan anu umum pikeun guru sakola di AS?
New-su-34,Education,Sundanese (West Java),What is the most popular extracurricular activity related to music in schools in your country?,What is the most popular extracurricular activity related to music in schools in the US?,미국의 학교에서 가장 인기 있는 음악 관련 방과 후 활동은 무엇입니까?,在美国学校中，最受欢迎的与音乐相关的课外活动是什么？,¿Cuál es la actividad extracurricular relacionada con la música más popular en las escuelas de EE. UU.?,Apa kegiatan ekstrakurikuler terkait musik yang paling populer di sekolah-sekolah di AS?,در آمریکا محبوب‌ترین فعالیت فوق‌برنامه مرتبط با موسیقی در مدارس چیست؟,Naon kagiatan ékstrakurikuler nu pang populerna nu patali jeung musik di sakola-sakola di AS?
New-su-42,Education,Sundanese (West Java),What religion is mainly taught in schools in your country?,What religion is mainly taught in schools in the US?,미국의 학교에서 주로 가르치는 종교는 무엇입니까?,在美国的学校里主要教授哪种宗教？,¿Qué religión se enseña principalmente en las escuelas en EE. UU.?,Agama apa yang umum diajarkan di sekolah-sekolah di AS?,در آمریکا چه دینی عمدتاً در مدارس تدریس می‌شود؟,Agama naon nu utamina diajarkeun di sakola-sakola di AS?
New-su-45,Education,Sundanese (West Java),"What date is Education Day celebrated in your country? (Provide in MM/DD format (e.g., 12/31).)","What date is Education Day celebrated in the US? (Provide in MM/DD format (e.g., 12/31).)",미국의 교육의 날은 언제인가요? (MM/DD 형식(예: 12/31)으로 제공하세요.),美国的教育日是在哪一天庆祝？（请提供MM/DD格式，例如：12/31。）,"¿En qué fecha se celebra el Día de la Educación en EE.UU.? (Indica en formato MM/DD (por ejemplo, 12/31).)","Tanggal berapa Hari Pendidikan dirayakan di AS? (Berikan dalam format MM/DD (contoh, 12/31).)",در آمریکا روز تعلیم و تربیت چه تاریخی است؟ (با فرمت MM/DD ارائه شود (مثلاً 12/31).),"Tanggal sabaraha Dinten Atikan dirayakeun di AS? (Pasihkeun dina format MM/DD (contona, 12/31).)"
New-su-50,Work life,Sundanese (West Java),What is the main occupation of people in mountainous areas in your country?,What is the main occupation of people in mountainous areas in the US?,미국의 산간 지역 사람들의 주요 직업은 무엇입니까?,美国山区人们的主要职业是什么？,¿Cuál es el principal trabajo de las personas en las zonas montañosas de EE.UU.?,Apa pekerjaan utama masyarakat di daerah pegunungan di AS?,در ایالات متحده شغل اصلی مردم مناطق کوهستانی چیست؟,Naon pagawéan utama masarakat di wewengkon pagunungan di AS?
New-su-51,Work life,Sundanese (West Java),What is the main occupation of people in coastal areas in your country?,What is the main occupation of people in coastal areas in the US?,미국의 연안 지역 사람들의 주요 직업은 무엇입니까?,美国沿海地区人们的主要职业是什么？,¿Cuál es el principal trabajo de las personas en las zonas costeras de EE. UU.?,Apa pekerjaan utama masyarakat di daerah pesisir di AS?,در آمریکا شغل اصلی مردم در مناطق ساحلی چیست؟,Naon pagawéan utama masarakat di wewengkon basisir di AS?
New-su-57,Work life,Sundanese (West Java),What is the most common livestock raised in your country?,What is the most common livestock raised in the US?,미국에서 가장 많이 기르는 가축은 무엇입니까?,在美国最常见的家畜是什么？,¿Cuál es el ganado más criado en EE.UU.?,Hewan ternak apa yang paling umum dipelihara di AS?,در آمریکا رایج‌ترین دامی که پرورش داده می‌شود چیست؟,Naon ternak anu pang umumna dipiara di AS?
New-su-58,Work life,Sundanese (West Java),What animals are commonly used for agriculture in your country?,What animals are commonly used for agriculture in the US?,미국에서 농업에 주로 사용되는 동물은 무엇인가요?,在美国，什么动物通常用于农业？,¿Qué animales se utilizan comúnmente para la agricultura en EE. UU.?,Hewan apa yang biasa digunakan untuk pertanian di AS?,در ایالات متحده چه حیواناتی به طور معمول برای کشاورزی استفاده می‌شوند؟,Sato naon nu ilahar dipake pikeun tatanén di AS?
New-su-59,Work life,Sundanese (West Java),What do farmers in your country typically wear to protect themselves from the heat whilst farming?,What do farmers in the US typically wear to protect themselves from the heat whilst farming?,미국의 농부들이 농사를 지을 때 더위로부터 자신을 보호하기 위해 입는 것은 무엇입니까?,美国的农民在耕作时通常穿什么来保护自己免受炎热的侵害？,¿Qué suelen llevar los agricultores en EE. UU. para protegerse del calor mientras trabajan en el campo?,Apa yang biasanya dikenakan oleh petani di AS untuk melindungi diri dari panas saat bertani?,در آمریکا کشاورزان معمولاً برای محافظت از خود در برابر گرما هنگام کشاورزی چه می‌پوشند؟,Naon nu biasa dipaké ku tani-tani di AS pikeun nangtayungan diri tina panas nalika keur tatanén?
New-su-60,Work life,Sundanese (West Java),What do farmers in your country usually eat for lunch?,What do farmers in the US usually eat for lunch?,미국의 농부들은 보통 점심으로 무엇을 먹나요?,美国的农民通常午饭吃什么？,¿Qué suelen comer los granjeros en EE. UU. para almorzar?,Apa yang biasanya dimakan oleh petani di AS untuk makan siang?,در آمریکا کشاورزان معمولاً برای ناهار چه می‌خورند؟,Naon nu biasa didahar ku tani-tani di AS keur dahar beurang?
New-su-71,Family,Sundanese (West Java),What gifts do parents generally give to their children for their birthdays in your country?,What gifts do parents generally give to their children for their birthdays in the US?,미국의 부모님들은 일반적으로 자녀들의 생일에 어떤 선물을 주나요?,在美国，父母通常会给孩子们什么生日礼物？,¿Qué regalos suelen dar los padres a sus hijos por sus cumpleaños en EE. UU.?,Apa hadiah yang biasanya diberikan orang tua kepada anak-anak mereka yang berulang tahun di AS?,در آمریکا والدین معمولاً چه هدایایی به فرزندانشان برای تولدشان می‌دهند؟,Naon hadiah anu biasana dipasihkeun ku kolot ka barudakna dina ulang taunna di AS?
New-su-75,Family,Sundanese (West Java),What type of vehicle do most families in your country generally own?,What type of vehicle do most families in the US generally own?,미국의 일반적인 가정은 주로 어떤 교통수단을 소유하고 있나요?,在美国，大多数家庭通常拥有什么类型的车辆？,¿Qué vehículos suelen tener la mayoría de las familias en EE.UU.?,Apa jenis kendaraan yang umumnya dimiliki oleh kebanyakan keluarga di AS?,در آمریکا اکثر خانواده‌ها معمولاً چه وسایل نقلیه‌ای دارند؟,Jinis kandaraan naon nu ilahar dipiboga ku kalolobaan kulawarga di AS?
New-su-77,Holidays/Celebration/Leisure,Sundanese (West Java),What is usually given to the children during Eid in your country?,What is usually given to the children during Eid in the US?,미국에서는 이드 축제 때 어린이들에게 주로 무엇을 주나요?,在美国，开斋节期间通常会给孩子们什么？,¿Qué se suele dar a los niños durante el Eid en EE.UU.?,Apa yang biasanya diberikan kepada anak-anak saat Idul Fitri di AS?,در آمریکا معمولاً در زمان عید به بچه‌ها چه چیزی داده می‌شود؟,Naon nu biasana dibikeun ka barudak nalika lebaran idulfitri di AS?
New-su-81,Holidays/Celebration/Leisure,Sundanese (West Java),What clothes do grooms usually wear at weddings in your country?,What clothes do grooms usually wear at weddings in the US?,미국에서 신랑들은 결혼식에 보통 어떤 옷을 입나요?,在美国的婚礼上，新郎通常穿什么样的衣服？,¿Qué ropa suelen llevar los novios en las bodas en EE. UU.?,Pakaian apa yang biasanya dikenakan oleh pengantin pria di pernikahan di AS?,در آمریکا دامادها معمولاً در عروسی‌ها چه لباسی می‌پوشند؟,Naon pakean anu biasana dipaké ku panganten pameget dina hajatan kawinan di AS?
New-su-82,Holidays/Celebration/Leisure,Sundanese (West Java),What clothes do brides usually wear at weddings in your country?,What clothes do brides usually wear at weddings in the US?,미국에서 신부들은 결혼식에 보통 어떤 옷을 입나요?,在美国的婚礼上，新娘通常穿什么样的衣服？,¿Qué ropa suelen llevar las novias en las bodas en EE. UU.?,Pakaian apa yang biasanya dikenakan oleh pengantin wanita di pernikahan di AS?,در آمریکا عروس‌ها معمولاً در مراسم عروسی چه لباسی می‌پوشند؟,Naon pakean anu biasa dipaké ku pangantén awéwé dina hajatan kawinan di AS?
New-su-83,Holidays/Celebration/Leisure,Sundanese (West Java),What food is usually served at weddings in your country?,What food is usually served at weddings in the US?,미국의 결혼식에서는 보통 어떤 음식이 제공되나요?,在美国的婚礼上通常会提供什么食物？,¿Qué comida se suele servir en las bodas en EE. UU.?,Makanan apa yang biasanya disajikan pada acara pernikahan di AS?,در آمریکا معمولاً چه غذاهایی در مراسم عروسی سرو می‌شود؟,Naon kadaharan anu biasa disuguhkeun dina hajatan kawinan di AS?
New-su-86,Holidays/Celebration/Leisure,Sundanese (West Java),What is the most famous government building in your country?,What is the most famous government building in the US?,미국에서 가장 유명한 정부 건물은 무엇입니까?,美国最著名的政府建筑是什么？,¿Cuál es el edificio gubernamental más famoso de Estados Unidos?,Apa gedung pemerintahan yang paling terkenal di AS?,در آمریکا معروف‌ترین ساختمان دولتی چیست؟,Naon gedong pamaréntahan anu pang kawéntarna di AS?
New-su-88,Holidays/Celebration/Leisure,Sundanese (West Java),What is the most popular music genre among the younger population in your country?,What is the most popular music genre among the younger population in the US?,미국의 젊은 층에게 가장 인기 있는 음악 장르는 무엇인가요?,在美国年轻人中最受欢迎的音乐类型是什么？,¿Cuál es el género musical más popular entre la población joven en EE.UU.?,Apa genre musik paling populer di kalangan anak muda di AS?,محبوب‌ترین سبک موسیقی در بین جوانان آمریکا چیست؟,Naon genre musik nu pang populerna di kalangan populasi ngora di AS?
Ni-en-02,Education,English (UK),"What time do middle school students in your country typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)","What time do middle school students in the US typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)","미국의 중학생들은 주로 몇 시에 하교하나요? (HH:MM 형식(예: 18:00, 09:00)으로 제공해주세요.)","美国的初中生通常每天几点放学？（请提供HH:MM格式，例如：18:00, 09:00。）","¿A qué hora suelen salir los estudiantes de secundaria en EE. UU. cada día? (Indicar en formato HH:MM, por ejemplo, 18:00, 09:00).","Pukul berapa biasanya siswa SMP di AS selesai sekolah setiap harinya? (Berikan dalam format JJ:MM (contoh, 18:00, 09:00).)",در ایالات متحده دانش‌آموزان مقطع متوسطه معمولاً چه ساعتی از مدرسه تمام می‌کنند؟ (به فرمت HH:MM ارائه دهید (مثلاً 18:00، 09:00).),"Tabuh sabaraha murid SMP di AS biasana réngsé sakola unggal dinten? (Pasihkeun dina format HH:MM (contona, 18:00, 09:00).)"
Ni-en-03,Education,English (UK),"At what age do people in your country typically go to university? (Provide Arabic numerals (e.g., 12) only.)","At what age do people in the US typically go to university? (Provide Arabic numerals (e.g., 12) only.)",미국 사람들은 보통 몇 살에 대학교에 가나요? (아라비아 숫자(예: 12)만 기재해주세요.),美国人通常在多大年龄上大学？（只提供阿拉伯数字（例如，12）。）,"¿A qué edad suelen ir las personas a la universidad en EE.UU.? (Proporciona la respuesta en números (por ejemplo, 12).)","Pada usia berapa biasanya orang di AS pergi ke universitas? (Hanya berikan angka Arab (contoh, 12).)",در آمریکا مردم معمولاً در چه سنی به دانشگاه می‌روند؟ (فقط اعداد عربی (مثلاً 12) را ارائه دهید.),"Umur sabaraha umumna jalma di AS asup ka universitas? (Pasihkeun angka Arab wungkul (contona, 12).)"
Ni-en-06,Education,English (UK),"From what age do people need to attend compulsory education in your country? (Provide Arabic numerals (e.g., 12) only.)","From what age do people need to attend compulsory education in the US? (Provide Arabic numerals (e.g., 12) only.)",미국에서 의무교육을 받아야 하는 나이는 몇 살부터인가요? (아라비아 숫자(예: 12)만 기재해 주세요.),在美国，人们从几岁开始需要接受义务教育？（只提供阿拉伯数字（例如，12）。）,"¿A partir de qué edad es obligatoria la educación en EE.UU.? (Proporciona la respuesta en números (por ejemplo, 12).)","Pada usia berapa seseorang harus mengikuti pendidikan wajib di AS? (Berikan angka Arab (misalnya, 12) saja.)",در ایالات متحده از چه سنی افراد باید به تحصیل اجباری بپردازند؟ (فقط اعداد عربی (مثلاً 12) را وارد کنید.),"Ti umur sabaraha jalma kedah ngamimitian atikan wajib di AS? (Pasihkeun angka Arab wungkul (contona, 12).)"
Ni-en-09,Education,English (UK),How many days a week do children attend school in your country? (Provide Arabic numerals (0~7) only.),How many days a week do children attend school in the US? (Provide Arabic numerals (0~7) only.),미국에서 아이들은 일주일에 며칠 동안 학교에 가나요? (아라비아 숫자(0~7)만 기재해 주세요.),在美国，孩子们一周上几天学？（只提供阿拉伯数字（0~7））。,¿Cuántos días a la semana asisten los niños a la escuela en EE.UU.? (Proporciona la respuesta en números del 0 al 7).,Berapa hari dalam seminggu anak-anak bersekolah di AS? (Berikan hanya angka Arab (0~7).),در آمریکا بچه‌ها چند روز در هفته به مدرسه می‌روند؟ (فقط اعداد عربی (0 تا 7) را وارد کنید.),Sabaraha dinten dina saminggu barudak asup sakola di AS? (Pasihkeun angka Arab (0~7) wungkul.)
Ni-en-11,Education,English (UK),"In your country, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.)","In the US, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.)",미국에서 석사 학위를 취득하는 데 보통 몇 년이 걸리나요? (아라비아 숫자(예: 12)만 기재해 주세요.),在美国，一个硕士学位通常需要多少年才能完成？（只提供阿拉伯数字（例如，12））。,"En EE.UU., ¿cuánto tiempo (en años) se tarda normalmente en completar un máster? (Proporciona la respuesta en números (por ejemplo, 12).)","Di AS, berapa lama (dalam tahun) biasanya waktu yang dibutuhkan untuk menyelesaikan gelar Magister? (Hanya berikan angka Arab (misalnya, 2).)",در آمریکا، گرفتن مدرک کارشناسی ارشد معمولاً چند سال طول می‌کشد؟ (فقط اعداد عربی (مثلاً 12) را وارد کنید.),"Di AS, sabaraha lami (dina taun) biasana pikeun ngarengsekeun gelar Master? (Pasihkeun nomer Arab (contona, 12) hungkul.)"
Ni-en-12,Education,English (UK),What is the top university in your country? (Provide the official name.),What is the top university in the US? (Provide the official name.),미국에서 가장 좋은 대학교는 어디인가요? (공식 명칭을 제공해 주세요.),美国最顶尖的大学是哪所？（请提供官方名称。）,¿Cuál es la mejor universidad de EE. UU.? (Proporciona el nombre oficial.),Apa universitas terbaik di AS? (Berikan nama resminya.),در ایالات متحده بهترین دانشگاه کدام است؟ (نام رسمی آن را ارائه دهید.),Naon universitas nu pang punjulna di AS? (Pasihan ngaran resmina.)
Ni-en-13,Education,English (UK),"At what age do most people in your country graduate from university? (Provide Arabic numerals (e.g., 12) only.)","At what age do most people in the US graduate from university? (Provide Arabic numerals (e.g., 12) only.)",대부분의 미국 사람들은 보통 몇 살에 대학교를 졸업하나요? (아라비아 숫자(예: 12)만 기재해주세요.),在美国，大多数人是在多大年龄毕业于大学的？（只提供阿拉伯数字（例如，12）。）,"¿A qué edad se gradúa la mayoría de la gente en EE.UU. de la universidad? (Proporciona la respuesta en números (por ejemplo, 12).)","Pada usia berapa kebanyakan orang di AS lulus dari universitas? (Hanya berikan angka Arab (contoh, 12).)",در ایالات متحده در چه سنی اکثر مردم از دانشگاه فارغ‌ التحصیل می‌شوند؟ (فقط اعداد عربی (مثلاً 12) را وارد کنید.),"Umur sabaraha umumna jalma di AS lulus ti universitas? (Pasihkeun angka Arab wungkul (contona, 12).)"
Ni-en-15,Education,English (UK),"At what age do children in your country generally start middle school? (Provide Arabic numerals (e.g., 12) only.)","At what age do children in the US generally start middle school school? (Provide Arabic numerals (e.g., 12) only.)",미국의 아이들은 보통 몇 살에 중학교에 입학하나요? (아라비아 숫자(예: 12)만 기재해 주세요.),美国的孩子通常几岁开始上初中？（只提供阿拉伯数字（例如，12）。）,"¿A qué edad suelen empezar los niños en EE.UU. la educación secundaria? (indica la respuesta con un número (por ejemplo, 12).)","Pada usia berapa anak-anak di AS umumnya mulai bersekolah SMP? (Berikan angka Arab (misalnya, 12) saja.)",در ایالات متحده کودکان معمولاً در چه سنی دوره متوسطه را شروع می‌کنند؟ (فقط اعداد عربی (مثلاً 12) را وارد کنید.),"Dina umur sabaraha murangkalih di AS umumna mimiti asup SMP? (Pasihkeun angka Arab wungkul (contona, 12).)"
Ni-en-17,Work life,English (UK),"How many hours a week does a full-time worker in your country typically work? (Provide Arabic numerals (e.g., 12) only.)","How many hours a week does a full-time worker in the US typically work? (Provide Arabic numerals (e.g., 12) only.)",미국의 전일제 근로자는 일주일에 보통 몇 시간을 일합니까? (아라비아 숫자(예: 12)만 기재해 주세요.),美国的全职工作者通常每周工作多少小时？（只提供阿拉伯数字，例如：12。）,"¿Cuántas horas a la semana trabaja normalmente un trabajador a tiempo completo en EE.UU.? (Proporciona la respuesta en números, por ejemplo, 12).","Berapa jam dalam seminggu seorang pekerja penuh waktu di AS biasanya bekerja? (Berikan hanya angka Arab (misalnya, 12).)",یک کارگر تمام وقت در آمریکا معمولاً چند ساعت در هفته کار می‌کند؟ (فقط اعداد عربی (مثلاً 12) را وارد کنید.),"Sabaraha jam saminggu pagawé full-time di AS biasana digawé? (Pasihkeun angka Arab wungkul (contona, 12).)"
Ni-en-19,Work life,English (UK),How many days a week does a full-time worker work in your country? (Provide Arabic numerals (0~7) only.),How many days a week does a full-time worker work in the US? (Provide Arabic numerals (0~7) only.),미국에서 전일제 근로자는 일주일에 며칠을 일합니까? (아라비아 숫자 (0~7)만 기재하세요.),在美国，一个全职工作者一周工作几天？（只提供阿拉伯数字（0~7））。,¿Cuántos días a la semana trabaja un trabajador a tiempo completo en EE.UU.? (Proporcione solo números arábigos (0~7).),Berapa hari dalam seminggu seorang pekerja penuh waktu bekerja di AS? (Berikan hanya angka Arab (0~7) saja.),یک کارمند تمام وقت در آمریکا چند روز در هفته کار می‌کند؟ (فقط اعداد عربی (0 تا 7) را وارد کنید.),Sabaraha dinten saminggu pagawé full-time di AS damel? (Pasihkeun angka Arab (0~7) hungkul.)
